Date,South Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),South Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
12/6/20,13.28,3.757916659,4374.65774,3.700000048,4374.600098,12.09888278,229,26.4,303,0,0,0
12/7/20,13.75,3.759774296,4374.659687,3.761284711,4374.661143,10.74344581,230,25.7,303,0,0,0
12/8/20,13.32,3.753402775,4374.653306,3.772916645,4374.672729,7.966593347,230,25.3,301,0,0,0
12/9/20,12.80,3.74317709,4374.643066,3.840451399,4374.740198,7.533629272,222,26,298,0,0,0
12/10/20,12.53,3.728923631,4374.628911,3.834548613,4374.734289,7.206394218,219,27.4,292,0,0,0
12/11/20,10.69,3.730069463,4374.630037,3.864583378,4374.764353,10.4884273,225,27.6,292,0,0,0
12/12/20,13.65,3.779565944,4374.679366,3.900000095,4374.799805,10.32155746,231,27.8,308,0.02,0,0
12/13/20,13.55,3.793281227,4374.693124,3.96145837,4374.861323,9.983045173,238,28.1,314,0.15,0,0
12/14/20,13.11,3.892395871,4374.792347,3.94201391,4374.84186,8.959728391,260,40.1,350,0,0,0
12/15/20,13.40,3.821562432,4374.721464,3.965625033,4374.865494,8.510884041,241,33.1,321,0,0,0
12/16/20,13.15,3.800694396,4374.700539,3.908854193,4374.808668,8.292895929,239,29.7,313,0,0,0
12/17/20,12.22,3.79996523,4374.699763,3.798090293,4374.697891,7.609226601,241,29.2,313,0.04,0,0
12/18/20,12.87,3.813906189,4374.713698,3.799999952,4374.699707,9.05142094,240,29.5,317,0,0,0
12/19/20,12.23,3.771319424,4374.671145,3.735590292,4374.635549,9.51960333,228,27.2,300,0,0,0
12/20/20,13.13,3.762881932,4374.662748,3.765798596,4374.665639,9.811267753,225,26.6,297,0,0,0
12/21/20,13.34,3.794791624,4374.694677,3.835416742,4374.735306,9.298791044,238,26.3,308,0,0,0
12/22/20,12.48,3.775972197,4374.675798,3.900000095,4374.799805,8.014394162,230,25.9,300,0,0,0
12/23/20,12.75,3.751163193,4374.651067,3.92135419,4374.82118,8.929589271,223,24.7,291,0,0,0
12/24/20,12.77,3.738958344,4374.638865,3.935590339,4374.83543,9.566108716,225,22.7,287,0,0,0
12/25/20,13.19,3.771996507,4374.671861,3.900000095,4374.799805,8.321347758,235,23.7,298,0,0,0
12/26/20,11.34,3.819565906,4374.719437,3.838715285,4374.73846,8.031249448,251,26.1,314,0,0,0
12/27/20,12.99,3.840694358,4374.740586,3.80607635,4374.705789,10.54925705,252,27.1,321,0,0,0
12/28/20,13.08,3.814704799,4374.714503,3.799999952,4374.699707,11.10350956,243,27,310,0.01,0.1,0
12/29/20,13.39,3.795017318,4374.694807,3.799999952,4374.699707,9.029434245,236,26.2,303,0,0,0
12/30/20,13.21,3.762065961,4374.661924,3.820659704,4374.720387,10.10157631,227,24.4,290,0,0,0
12/31/20,12.41,3.774809004,4374.674583,3.929513872,4374.829347,9.34349934,228,27.3,295,0.06,0,0
1/1/21,13.28,3.763888876,4374.663774,4,4374.899902,10.99525432,223,28.1,290,0,0,0
1/2/21,12.99,3.755746522,4374.655561,4,4374.899902,11.28905154,220,28.3,286,0,0,0
1/3/21,12.27,3.77236109,4374.672173,4,4374.899902,9.292284961,228,28.1,291,0,0,0
1/4/21,13.57,3.814652736,4374.714467,3.96145837,4374.861323,8.791875672,239,29.1,307,0.08,0,0
1/5/21,13.20,3.849322834,4374.74929,3.886632021,4374.786424,8.541598955,251,32.8,318,0,0,0
1/6/21,12.73,3.77934025,4374.67917,3.838368063,4374.738113,9.882258128,229,29.3,292,0,0,0
1/7/21,12.12,3.750954855,4374.650821,3.799999952,4374.699707,10.11285979,225,27.9,283,0,0,0
1/8/21,12.65,3.906371578,4374.806336,3.906597225,4374.806408,9.114624754,283,27.8,341,0,0,0
1/9/21,11.73,3.92909729,4374.829072,3.938541725,4374.838384,10.9063873,286,27.6,347,0,0,0
1/10/21,12.88,3.939062558,4374.839042,3.900000095,4374.799805,11.04093207,289,27.2,351,0,0,0
1/11/21,13.38,3.967552117,4374.867539,3.930555589,4374.830424,9.553162339,296,27.4,362,0,0,0
1/12/21,12.95,3.973072942,4374.873076,4,4374.899902,9.312513352,295,27.8,363,0,0,0
1/13/21,11.71,3.946475745,4374.846477,4,4374.899902,9.675177012,290,27.3,352,0,0,0
1/14/21,12.43,3.942569499,4374.842538,3.979166667,4374.879069,8.523338562,292,26.1,351,0,0,0
1/15/21,12.74,3.951579907,4374.85154,3.930555556,4374.830458,8.244989563,290,26.8,354,0,0,0
1/16/21,12.27,3.936441033,4374.836449,3.936111172,4374.835951,8.197945925,283,27.7,348,0,0,0
1/17/21,12.46,3.922494821,4374.822478,3.900000095,4374.799805,10.82434387,279,27.7,344,0,0,0
1/18/21,12.41,3.943559082,4374.843554,3.879687595,4374.779493,9.680225515,285,27.7,351,0,0,0
1/19/21,13.18,3.888090262,4374.788021,3.900000095,4374.799805,8.290415931,271,26.5,329,0,0,0
1/20/21,12.55,3.869479157,4374.769378,3.866145928,4374.765951,8.182344528,265,25.1,322,0,0,0
1/21/21,12.19,3.843472148,4374.743317,3.853298659,4374.753071,9.23276022,260,24.9,312,0,0,0
1/22/21,12.40,3.887795145,4374.787743,3.883333341,4374.783135,9.568158336,272,28,329,0,0,0
1/23/21,11.95,3.910277863,4374.810211,3.929340345,4374.829174,9.204291972,277,29.5,338,0.04,0.6,0
1/24/21,13.20,3.929392428,4374.829351,3.90451398,4374.804323,11.22242575,281,29.7,346,0.03,0.3,0
1/25/21,13.92,3.953715322,4374.853685,3.962500036,4374.862366,10.04116086,286,32.5,356,0.11,2.6,2
1/26/21,12.34,3.925885487,4374.825802,3.959375039,4374.859238,10.57572161,275,34.5,344,0.01,0.4,1.2
1/27/21,12.77,4.009149321,4374.909108,3.965798644,4374.865668,9.094774779,289,43.1,382,0.64,4.6,3.1
1/28/21,13.38,4.204687479,4375.104612,4.039930498,4374.939892,12.2225093,312,79.9,472,0.31,1.2,3.1
1/29/21,15.07,4.202742991,4375.102712,4.164756787,4375.06482,10.79252701,298,76.5,466,0.08,0.8,3.1
1/30/21,13.11,4.113055483,4375.013033,4.199999809,4375.100098,9.991358621,305,56.4,432,0,0,2
1/31/21,13.77,4.037291678,4374.937182,4.136284592,4375.03632,11.57094224,296,45.2,398,0,0,1.2
2/1/21,14.20,4.040972248,4374.940848,4.061458275,4374.961421,9.734768098,299,43.2,400,0,0,0
2/2/21,13.94,4.080190958,4374.980108,4.037326353,4374.937265,8.828063099,307,47.4,418,0,0,0
2/3/21,12.74,4.030868052,4374.930817,4.059548554,4374.959509,8.225535502,291,48.5,396,0,0,0
2/4/21,12.82,3.94512158,4374.845128,4,4374.899902,8.994398305,270,41.3,360,0,0,0
2/5/21,13.59,3.938802142,4374.838749,4,4374.899902,9.160959655,274,38.3,358,0,0,0
2/6/21,12.54,3.928923679,4374.828869,4,4374.899902,11.8526976,274,37.2,353,0,0,0
2/7/21,13.71,3.929461873,4374.829377,3.979166667,4374.879069,11.7829631,272,36.2,354,0,0,0
2/8/21,14.07,3.873281226,4374.773205,4.011979142,4374.911907,10.33627778,252,34.7,331,0,0,0
2/9/21,12.73,3.861058986,4374.760967,3.994097208,4374.894014,10.01779287,251,34,326,0,0,0
2/10/21,12.83,3.878402768,4374.77834,4.047569399,4374.947518,11.78485471,256,33.7,333,0,0,0
2/11/21,12.65,3.874930536,4374.774862,4.009027769,4374.908939,10.67992305,257,33.2,331,0.07,0,0
2/12/21,12.84,3.991024383,4374.890899,4.036111057,4374.936069,8.376774982,295,38.2,380,0.03,0,0
2/13/21,12.62,4.014149335,4374.914045,4,4374.899902,8.340475415,298,39.2,388,0.01,0,0
2/14/21,13.35,3.96776045,4374.867723,3.999826389,4374.899729,8.870830333,280,37.2,369,0,0,0
2/15/21,13.00,3.84982635,4374.749723,3.93940978,4374.839253,8.452794103,242,34.9,322,0,0,0
2/16/21,13.78,3.871354189,4374.771259,3.900000095,4374.799805,7.405737382,250,36.5,331,0,0,0
2/17/21,13.21,3.828836747,4374.728684,3.83420139,4374.733942,7.098670991,234,33.7,313,0,0,0
2/18/21,12.81,3.775426473,4374.675278,3.799999952,4374.699707,6.768105458,224,30.5,294,0,0,0
2/19/21,12.82,3.797777732,4374.697579,3.862152819,4374.761921,7.54878341,230,30.8,302,0,0,0
2/20/21,12.01,3.880295175,4374.780201,3.943750054,4374.843597,8.725891394,263,31.4,335,0.01,0.4,0
2/21/21,13.71,3.902291695,4374.802249,3.900000095,4374.799805,9.413139205,263,31,343,0,0,0
2/22/21,13.82,3.859201385,4374.759138,3.886458428,4374.786263,9.06405802,247,32.9,325,0,0,0
2/23/21,13.25,3.83057284,4374.730397,3.878993121,4374.778777,7.069666873,246,30.6,315,0,0,0
2/24/21,12.47,3.846249908,4374.746173,3.814062501,4374.713804,7.884854001,252,29.2,319,0,0,0
2/25/21,13.15,3.850156154,4374.750089,3.865972195,4374.765764,7.19203836,253,28.7,320,0,0,0
2/26/21,12.69,4.027239598,4374.927132,4.056423557,4374.956381,7.466874541,318,30.1,393,0,0,0
2/27/21,12.03,4.050173591,4374.950096,4.01649304,4374.916412,8.88872746,314,34.3,400,0,0,0
2/28/21,13.76,4.069739565,4374.96966,4.065624937,4374.965591,9.005986261,316,32.8,407,0,0,0
3/1/21,13.08,4.045052094,4374.944944,4.099999905,4375,9.239333434,314,32.2,396,0,0,0
3/2/21,13.19,4.03701391,4374.936895,4.064930494,4374.964896,7.925298628,311,32.5,391,0,0,0
3/3/21,12.62,4.074114646,4374.973952,4.062673551,4374.962637,6.737404294,324,33.2,401,0,0,0
3/4/21,12.39,4.081059013,4374.980977,4.141840143,4375.041881,6.69343917,331,32.2,409,0,0,0
3/5/21,12.54,4.082795139,4374.982697,4.133854039,4375.033887,7.581406651,331,30.9,408,0,0,0
3/6/21,11.87,4.144427037,4375.044377,4.160242903,4375.060302,8.332395579,348,36.4,436,0.01,0,0
3/7/21,13.28,4.138940882,4375.038935,4.115104044,4375.015132,9.475425222,340,35.7,431,0,0,0
3/8/21,12.85,4.114583275,4375.014546,4.117013777,4375.017031,7.507940618,338,33.9,419,0,0,0
3/9/21,12.95,4.093142323,4374.993084,4.142013753,4375.042055,6.799484881,339,31.7,408,0,0,0
3/10/21,12.96,4.194392278,4375.09438,4.241493023,4375.141429,6.179915686,374,32.7,455,0,0.1,0
3/11/21,12.03,4.329079842,4375.229002,4.274132037,4375.17394,6.118507216,418,35.8,513,0.02,0.2,0
3/12/21,12.29,4.506336782,4375.406264,4.422048683,4375.321877,7.923006954,469,36.7,578,0,0,0
3/13/21,12.36,4.520034735,4375.419924,4.492361081,4375.392294,9.05073068,471,36.6,581,0,0,0
3/14/21,13.07,4.525942063,4375.42581,4.46630438,4375.366174,9.315004894,469,36.6,583,0,0,0
3/15/21,13.52,4.498211715,4375.398207,4.501215277,4375.401119,8.878352035,477,36.7,573,0,0,0
3/16/21,12.85,4.619357573,4375.519327,4.728125088,4375.627937,8.642258921,517,37.4,611,0,0,0
3/17/21,11.67,4.611284663,4375.511247,4.842187648,4375.741938,8.901856952,517,37.1,607,0,0,0
3/18/21,10.25,4.582170104,4375.482108,4.771180467,4375.671174,6.330452383,504,34.8,595,0,0,0
3/19/21,11.67,4.516336773,4375.416272,4.632812373,4375.532845,6.823740449,483,35.2,575,0,0,0
3/20/21,12.33,4.56053817,4375.460465,4.519618037,4375.41954,7.915046405,484,37.7,586,0,0,0
3/21/21,13.45,4.413767231,4375.313803,4.412326473,4375.312143,8.215731879,437,36.1,534,0,0,0
3/22/21,13.78,4.447274158,4375.347328,4.544965237,4375.44491,6.95794383,453,35.7,546,0.03,0,0
3/23/21,12.31,4.601215234,4375.501162,4.699999809,4375.600098,7.801603756,517,37.5,602,0,0,0
3/24/21,13.28,4.611753433,4375.511696,4.645833194,4375.545878,7.976987535,513,36.6,602,0,0,0
3/25/21,12.74,4.595625008,4375.495519,4.754166553,4375.654185,7.378694529,514,36.7,596,0,0,0
3/26/21,13.23,4.602465245,4375.502402,4.741840247,4375.641774,7.180781166,512,36.3,597,0,0,0
3/27/21,12.35,4.598611081,4375.498544,4.738541623,4375.638489,8.136199524,511,37.4,594,0,0,0
3/28/21,13.01,4.588055545,4375.487968,4.699999809,4375.600098,8.307260232,506,36.7,590,0,0,0
3/29/21,12.96,4.58765623,4375.487579,4.656423462,4375.556479,8.090760427,506,37.3,589,0,0,0
3/30/21,13.85,4.54607207,4375.445977,4.691155052,4375.591244,7.315336344,490,34.1,575,0,0,0
3/31/21,13.05,4.517395785,4375.417347,4.891840223,4375.791799,6.402497625,483,32.7,564,0,0,0
4/1/21,12.53,4.603246463,4375.503215,5.166492897,4376.066558,6.45466059,528,32.9,595,0,0,0
4/2/21,12.61,4.677361025,4375.577352,5.065972159,4375.965939,6.84509876,548,33.4,616,0,0,0
4/3/21,12.00,4.723923564,4375.623874,4.932291731,4375.832128,7.678691983,566,32.2,631,0,0,0
4/4/21,12.42,4.774496425,4375.674505,4.900000095,4375.799805,8.851133426,594,33.2,645,0,0,0
4/5/21,12.90,4.71935755,4375.619351,4.81093758,4375.710758,8.172608429,581,36.1,626,0,0,0
4/6/21,13.20,4.71128461,4375.611302,4.734027874,4375.633831,7.036672866,573,37.9,622,0,0,0
4/7/21,13.05,4.65968745,4375.559642,4.800000191,4375.699707,6.746480636,555,36.6,605,0,0,0
4/8/21,11.40,4.612083266,4375.512054,4.800000191,4375.699707,11.34820952,552,33.8,589,0,0,0
4/9/21,14.25,4.66465269,4375.564645,4.800000191,4375.699707,7.965079592,572,31.4,608,0,0,0
4/10/21,12.40,4.738489521,4375.638456,4.861458465,4375.761225,7.764707896,600,33,633,0,0,0
4/11/21,13.06,4.776649229,4375.67663,4.964756978,4375.864625,7.350150045,607,33.2,646,0,0,0
4/12/21,12.65,4.790607588,4375.690562,4.863541797,4375.763311,8.611241733,612,33.4,650,0,0,0
4/13/21,12.86,4.749340215,4375.649307,4.864409852,4375.76418,7.334295756,598,37.1,638,0,0,0
4/14/21,12.82,4.782291671,4375.68219,4.826041773,4375.725835,7.270501918,615,36.1,651,0,0,0
4/15/21,12.28,4.740173576,4375.640112,4.699999809,4375.600098,7.742388363,595,35.3,636,0,0,0
4/16/21,13.23,4.699860996,4375.599881,4.954860981,4375.854897,6.98498847,586,33.4,625,0,0,0
4/17/21,12.42,4.709322846,4375.609298,5.099999905,4376,6.955150667,595,27.7,630,0,0,0
4/18/21,12.29,4.755659671,4375.655614,5.099999905,4376,8.153287443,615,30,646,0,0,0
4/19/21,13.77,4.803107599,4375.703051,5.168055395,4376.068122,7.875152651,630,30.5,659,0,0,0
4/20/21,12.53,4.754600599,4375.6546,4.933333397,4375.833171,7.254613395,622,26.7,645,0,0,0
4/21/21,12.31,4.697482568,4375.597458,4.72065973,4375.620554,7.516163149,603,27.1,628,0,0,0
4/22/21,13.12,4.600208285,4375.50016,4.612499893,4375.512512,7.090292783,564,28,597,0,0,0
4/23/21,12.69,4.640780455,4375.540717,4.732195104,4375.632116,7.171305263,578,28.7,607,0,0,0
4/24/21,12.19,4.689861042,4375.589834,4.712673469,4375.612722,7.064546111,603,26.6,629,0,0,0
4/25/21,12.02,4.6393923,4375.539358,4.665798453,4375.565863,8.298536943,581,24.8,613,0,0,0
4/26/21,13.73,4.65178814,4375.551746,4.699999809,4375.600098,8.432153403,586,24.7,617,0,0,0
4/27/21,13.15,4.618194407,4375.518135,4.891145764,4375.791119,7.729546913,572,26,607,0,0,0
4/28/21,13.35,4.605329817,4375.505277,5.061458275,4375.961421,6.882603773,568,27.6,605,0,0,0
4/29/21,12.11,4.569739559,4375.469667,5.037499964,4375.937439,6.719284351,560,27.3,594,0,0,0
4/30/21,12.69,4.716249975,4375.616178,5.064930494,4375.964896,6.63577571,624,28.3,644,0,0,0
5/1/21,11.32,4.803854103,4375.703822,5.045659679,4375.945607,7.68204636,654,30.8,669,0,0,0
5/2/21,12.91,4.694739523,4375.594704,5,4375.899902,8.643030447,603,32.6,637,0,0,0
5/3/21,13.23,4.778940968,4375.678847,5.064409661,4375.964375,8.476074853,647,31.6,667,0,0,0
5/4/21,13.31,4.751857559,4375.651842,5.234375097,4376.134178,7.461323496,630,30.5,655,0,0,0
5/5/21,12.48,4.614444393,4375.514399,5.132812584,4376.032628,6.882824829,577,28.5,610,0,0,0
5/6/21,11.96,4.658506869,4375.558487,5,4375.899902,7.478555193,605,37.6,631,0,0,0
5/7/21,13.04,4.838628427,4375.738577,5.075694394,4375.975649,7.213710393,655,49.1,686,0,0,0
5/8/21,11.87,4.739531188,4375.639497,5,4375.899902,8.396215199,610,48.2,656,0,0,0
5/9/21,13.27,4.732119494,4375.632095,5,4375.899902,9.016530993,610,46.3,658,0,0,0
5/10/21,13.43,4.774774229,4375.674756,5,4375.899902,7.797619942,626,43.9,668,0,0,0
5/11/21,12.48,4.680607563,4375.580588,5,4375.899902,7.726305894,590,43.1,639,0,0,0
5/12/21,13.10,4.710156211,4375.610098,5.061805497,4375.961768,7.604376014,610,41.9,649,0,0,0
5/13/21,12.59,4.806874918,4375.706861,5.301041699,4376.200911,7.568884753,651,36.7,677,0,0,0
5/14/21,13.16,4.804878378,4375.704877,5.728993151,4376.628798,7.325761827,638,39.8,675,0,0,0
5/15/21,11.88,4.816249928,4375.716226,5.711458309,4376.611386,7.927769174,631,40.5,676,0.01,0,0
5/16/21,12.96,4.839513812,4375.739495,5.197916635,4376.097851,9.092109712,629,47.4,687,0,0,0
5/17/21,13.81,4.901267309,4375.801223,5.025173587,4375.925101,8.62523471,666,44.8,705,0,0,0
5/18/21,13.25,4.777100625,4375.677074,4.856250058,4375.756093,7.661174517,614,39.9,662,0,0,0
5/19/21,12.78,4.651163182,4375.551078,4.769791714,4375.669646,7.590218522,578,35,628,0,0,0
5/20/21,12.95,4.671770811,4375.571696,4.846875129,4375.746645,7.669135763,591,32.2,639,0,0,0
5/21/21,13.63,4.8377778,4375.737657,5.094270743,4375.994265,7.631076368,636,43.1,688,0.04,0,0
5/22/21,13.20,4.884618064,4375.784512,4.99756943,4375.897486,8.011007212,631,55,701,0.07,0,0
5/23/21,13.22,4.906076347,4375.806022,4.874652897,4375.774433,9.048486533,629,58.1,707,0.01,0,0
5/24/21,14.43,4.811562527,4375.711437,4.800000191,4375.699707,8.3719922,594,54.8,675,0,0,0
5/25/21,12.75,4.638454858,4375.538361,4.709201328,4375.609166,7.513562466,540,52.6,623,0,0,0
5/26/21,13.32,4.564427156,4375.464255,4.635416538,4375.535451,7.803668792,518,47.5,600,0,0,0
5/27/21,13.10,4.426145763,4375.32612,4.479687504,4375.379585,7.34025004,469,45.2,551,0,0,0
5/28/21,13.15,4.386024277,4375.285956,4.443576443,4375.343424,7.202819834,464,35.6,538,0,0,0
5/29/21,12.43,4.389288173,4375.289213,4.450694491,4375.350549,7.128294427,468,35,540,0,0,0
5/30/21,12.53,4.397968727,4375.297895,4.368576499,4375.268366,7.513935455,470,34.4,543,0,0,0
5/31/21,12.49,4.322812528,4375.222686,4.287326531,4375.187083,8.440791493,435,35,512,0,0,0
6/1/21,14.08,4.241284683,4375.141227,4.268229236,4375.16806,8.433555394,407,36.2,479,0,0,0
6/2/21,13.16,4.20199647,4375.101958,4.278993166,4375.178782,7.387178508,395,36.5,462,0,0,0
6/3/21,12.79,4.255607616,4375.155534,4.22395829,4375.123905,7.282715753,406,35.4,493,0.09,0,0
6/4/21,13.73,4.168420112,4375.06835,4.199999809,4375.100098,7.616270191,378,34.4,464,0,0,0
6/5/21,12.87,4.175972159,4375.07594,4.199999809,4375.100098,7.240304354,381,34.3,468,0,0,0
6/6/21,12.61,4.224774285,4375.124697,4.26562506,4375.165466,8.367715217,399,35,492,0,0,0
6/7/21,14.56,4.23371521,4375.133687,4.296354343,4375.196075,8.143447648,399,32.6,495,0,0,0
6/8/21,13.07,4.199305489,4375.099276,4.20104148,4375.101135,7.275194102,390,31.6,479,0,0,0
6/9/21,13.26,4.104322938,4375.004204,4.145485972,4375.045531,7.694686316,354,29.6,432,0,0,0
6/10/21,13.48,3.946201878,4374.846123,3.971192688,4374.871067,7.705208562,293,28.9,360,0,0,0
6/11/21,13.61,3.843958309,4374.743809,3.834548613,4374.734289,8.086748003,264,30.3,323,0,0,0
6/12/21,13.41,3.787604131,4374.687446,3.741493064,4374.641429,7.819536663,245,27.6,303,0,0,0
6/13/21,12.83,3.794479124,4374.694304,3.765798596,4374.665639,8.298685282,247,28.2,307,0,0,0
6/14/21,13.97,3.832656179,4374.732505,3.852951417,4374.75271,7.606995579,260,24.5,319,0,0,0
6/15/21,13.36,3.732760433,4374.632668,3.791493016,4374.691233,7.019221867,231,23,283,0,0,0
6/16/21,12.93,3.712552119,4374.612541,3.700520881,4374.600616,7.054250293,223,25.5,276,0,0,0
6/17/21,12.96,3.688246587,4374.588205,3.713020869,4374.613068,7.395061406,217,24.1,267,0,0,0
6/18/21,13.08,3.669947966,4374.569876,3.67864585,4374.578723,7.424051016,210,23.7,261,0,0,0
6/19/21,12.67,3.690902834,4374.590861,3.650347217,4374.550408,7.635675464,210,28.4,270,0,0,0
6/20/21,12.71,3.732291684,4374.632251,3.700000048,4374.600098,7.90689591,221,28.4,283,0,0,0
6/21/21,13.37,3.745902782,4374.645811,3.768229149,4374.66806,7.555669758,235,25.1,289,0,0,0
6/22/21,13.00,3.640277774,4374.540207,3.663888809,4374.563795,7.805095824,205,19,248,0,0,0
6/23/21,12.84,3.633333322,4374.533239,3.599999905,4374.5,7.626404892,204,19.8,249,0.03,0,0
6/24/21,13.21,3.666163269,4374.566091,3.667013889,4374.567079,7.594105575,204,24.9,260,0.02,0,0
6/25/21,13.28,3.707586846,4374.607535,3.700000048,4374.600098,7.740283527,214,28.4,276,0,0,0
6/26/21,12.97,3.708524345,4374.608504,3.700000048,4374.600098,7.640479061,206,31.1,275,0,0,0
6/27/21,12.84,3.708615111,4374.608575,3.700000048,4374.600098,8.20821797,206,32.3,275,0,0,0
6/28/21,13.45,3.710000038,4374.610003,3.700000048,4374.600098,7.384492861,214,29.4,276,0,0,0
6/29/21,12.66,3.658072955,4374.558009,3.700000048,4374.600098,7.866147894,197,28.8,256,0,0,0
6/30/21,13.17,3.650659772,4374.550581,3.700000048,4374.600098,7.178766965,194,29.4,254,0,0,0
7/1/21,12.98,3.651267418,4374.551187,3.695486152,4374.595579,7.459442402,192,31.5,255,0,0,0
7/2/21,12.87,3.687725754,4374.587683,3.667187501,4374.567253,7.492287038,198,31.8,269,0,0,0
7/3/21,12.54,3.75491319,4374.65485,3.700000048,4374.600098,7.524594414,220,33.6,293,0,0,0
7/4/21,12.84,3.77696178,4374.676818,3.768229149,4374.66806,7.43096107,221,34.3,299,0.01,0,0
7/5/21,11.99,3.770711786,4374.67057,3.799999952,4374.699707,7.384775798,223,32.5,297,0,0,0
7/6/21,13.60,3.699270874,4374.599155,3.79340273,4374.69311,8.105043467,203,29.1,270,0,0,0
7/7/21,13.23,3.674288267,4374.574226,3.734548626,4374.634511,7.332964063,203,27.4,264,0,0,0
7/8/21,12.86,3.677187569,4374.577131,3.700000048,4374.600098,7.513097258,200,26.3,264,0,0,0
7/9/21,13.16,3.681979229,4374.581945,3.700000048,4374.600098,7.414684867,204,24.5,266,0,0,0
7/10/21,12.41,3.726440995,4374.6264,3.700000048,4374.600098,7.426759948,213,27.6,282,0,0,0
7/11/21,12.56,3.683663258,4374.583636,3.700000048,4374.600098,8.06286251,201,26.4,266,0,0,0
7/12/21,13.58,3.719375029,4374.619382,3.761458322,4374.661316,7.910382822,216,23.6,280,0,0,0
7/13/21,13.15,3.618260056,4374.518159,3.727838771,4374.627668,7.149276954,191,15.2,241,0,0,0
7/14/21,12.98,3.647899359,4374.547809,3.599999905,4374.5,6.857291207,198,18.3,254,0,0,0
7/15/21,12.90,3.662256981,4374.562191,3.665104164,4374.565168,6.822672108,201,18.4,258,0,0,0
7/16/21,12.91,3.638750037,4374.538666,3.700000048,4374.600098,7.13400287,197,17.8,250,0,0,0
7/17/21,12.47,3.669757017,4374.569714,3.700000048,4374.600098,7.503922677,202,17.9,260,0,0,0
7/18/21,12.59,3.69354171,4374.593508,3.700000048,4374.600098,7.892549311,209,19.2,272,0,0,0
7/19/21,12.93,3.832517353,4374.732423,3.768229149,4374.66806,8.770459807,257,22.7,324,0.29,0,0
7/20/21,13.83,3.796614596,4374.696482,3.799999952,4374.699707,8.355739303,220,36.7,304,0,0,0
7/21/21,12.96,3.704218794,4374.604207,3.734722237,4374.634684,7.272216222,211,26.8,274,0,0,0
7/22/21,12.91,3.728159743,4374.628095,3.716840297,4374.616821,7.196280461,222,24.2,280,0,0,0
7/23/21,12.84,3.678993123,4374.578996,3.700000048,4374.600098,7.322173877,214,21.7,269,0,0,0
7/24/21,12.22,3.690486138,4374.590437,3.700000048,4374.600098,7.632706324,207,21.1,268,0,0,0
7/25/21,12.29,3.65642364,4374.556343,3.763020821,4374.662872,8.463388529,200,20.1,258,0,0,0
7/26/21,13.69,3.784495542,4374.684327,3.779822961,4374.679531,8.588463075,245,20.1,303,0,0,0
7/27/21,12.71,3.720503498,4374.620399,3.799999952,4374.699707,8.25999615,226,17.3,280,0,0,0
7/28/21,12.98,3.680538214,4374.580488,3.735590292,4374.635549,9.10401204,205,18,262,0,0,0
7/29/21,13.61,3.691597278,4374.591557,3.765624985,4374.665466,8.394574424,214,19.9,270,0,0,0
7/30/21,12.86,3.670555631,4374.570505,3.73350696,4374.633474,7.716301605,206,21,261,0,0,0
7/31/21,12.33,3.7036806,4374.603654,3.700000048,4374.600098,8.233301334,212,25,276,0,0,0
8/1/21,12.65,3.753437497,4374.653327,3.769444426,4374.669271,9.286741844,222,27,291,0,0,0
8/2/21,13.87,3.787795103,4374.687649,3.758506936,4374.658376,9.108877642,235,26.4,303,0,0,0
8/3/21,13.37,3.71828128,4374.618223,3.714583367,4374.614624,7.939484374,218,23.6,278,0,0,0
8/4/21,12.98,3.628489594,4374.528397,3.700000048,4374.600098,7.494313052,192,19.9,245,0,0,0
8/5/21,13.02,3.641232674,4374.541139,3.631423561,4374.531454,7.522771319,201,16.8,251,0,0,0
8/6/21,12.91,3.665902811,4374.56583,3.667708335,4374.567774,7.637718918,209,14.3,260,0,0,0
8/7/21,12.41,3.702343795,4374.602286,3.700000048,4374.600098,8.445601905,215,16.3,273,0,0,0
8/8/21,12.64,3.701215324,4374.601205,3.68750003,4374.587585,9.446914043,214,18.1,273,0,0,0
8/9/21,14.40,3.766597206,4374.666484,3.73333327,4374.633138,9.953600763,239,19.2,298,0,0,0
8/10/21,13.20,3.729236131,4374.62918,3.750347222,4374.650248,7.813526542,224,21,281,0,0,0
8/11/21,13.09,3.688941664,4374.588903,3.700000048,4374.600098,7.216099257,211,21.5,269,0,0,0
8/12/21,12.88,3.730034741,4374.629974,3.700000048,4374.600098,7.093196169,222,22.4,283,0,0,0
8/13/21,12.90,3.706631986,4374.606614,3.700000048,4374.600098,7.057194925,215,21.1,276,0,0,0
8/14/21,11.88,3.71748267,4374.61741,3.725347246,4374.625346,7.414361653,214,22.9,279,0,0,0
8/15/21,12.25,3.721805582,4374.621752,3.700000048,4374.600098,8.763829289,211,23.9,281,0,0,0
8/16/21,14.27,3.809149286,4374.709028,3.768749982,4374.668579,8.835543533,245,22.6,315,0,0,0
8/17/21,12.93,3.698697926,4374.598633,3.734548626,4374.634511,7.094409175,211,17.2,271,0,0,0
8/18/21,12.73,3.644982682,4374.544885,3.700000048,4374.600098,7.034661024,194,18.5,255,0,0,0
