,"Plant Influent
[Plant Influent Total Flow]",Vista Gauge Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
5/24/21,26.97,4.811562527,4375.711437,4.800000191,4375.699707,594,54.8,675,0,0,0
5/25/21,24.98,4.638454858,4375.538361,4.709201328,4375.609166,540,52.6,623,0,0,0
5/26/21,25.58,4.564427156,4375.464255,4.635416538,4375.535451,518,47.5,600,0,0,0
5/27/21,25.30,4.426145763,4375.32612,4.479687504,4375.379585,469,45.2,551,0,0,0
5/28/21,25.30,4.386024277,4375.285956,4.443576443,4375.343424,464,35.6,538,0,0,0
5/29/21,24.38,4.389288173,4375.289213,4.450694491,4375.350549,468,35,540,0,0,0
5/30/21,24.27,4.397968727,4375.297895,4.368576499,4375.268366,470,34.4,543,0,0,0
5/31/21,25.01,4.322812528,4375.222686,4.287326531,4375.187083,435,35,512,0,0,0
6/1/21,26.41,4.241284683,4375.141227,4.268229236,4375.16806,407,36.2,479,0,0,0
6/2/21,25.36,4.20199647,4375.101958,4.278993166,4375.178782,395,36.5,462,0,0,0
6/3/21,25.21,4.255607616,4375.155534,4.22395829,4375.123905,406,35.4,493,0.09,0,0
6/4/21,25.99,4.168420112,4375.06835,4.199999809,4375.100098,378,34.4,464,0,0,0
6/5/21,25.09,4.175972159,4375.07594,4.199999809,4375.100098,381,34.3,468,0,0,0
6/6/21,25.10,4.224774285,4375.124697,4.26562506,4375.165466,399,35,492,0,0,0
6/7/21,26.97,4.23371521,4375.133687,4.296354343,4375.196075,399,32.6,495,0,0,0
6/8/21,25.35,4.199305489,4375.099276,4.20104148,4375.101135,390,31.6,479,0,0,0
6/9/21,25.54,4.104322938,4375.004204,4.145485972,4375.045531,354,29.6,432,0,0,0
6/10/21,25.72,3.946201878,4374.846123,3.971192688,4374.871067,293,28.9,360,0,0,0
6/11/21,25.96,3.843958309,4374.743809,3.834548613,4374.734289,264,30.3,323,0,0,0
6/12/21,25.72,3.787604131,4374.687446,3.741493064,4374.641429,245,27.6,303,0,0,0
6/13/21,25.38,3.794479124,4374.694304,3.765798596,4374.665639,247,28.2,307,0,0,0
6/14/21,26.38,3.832656179,4374.732505,3.852951417,4374.75271,260,24.5,319,0,0,0
6/15/21,25.52,3.732760433,4374.632668,3.791493016,4374.691233,231,23,283,0,0,0
6/16/21,25.09,3.712552119,4374.612541,3.700520881,4374.600616,223,25.5,276,0,0,0
6/17/21,25.14,3.688246587,4374.588205,3.713020869,4374.613068,217,24.1,267,0,0,0
6/18/21,25.32,3.669947966,4374.569876,3.67864585,4374.578723,210,23.7,261,0,0,0
6/19/21,24.90,3.690902834,4374.590861,3.650347217,4374.550408,210,28.4,270,0,0,0
6/20/21,24.95,3.732291684,4374.632251,3.700000048,4374.600098,221,28.4,283,0,0,0
6/21/21,25.62,3.745902782,4374.645811,3.768229149,4374.66806,235,25.1,289,0,0,0
6/22/21,25.00,3.640277774,4374.540207,3.663888809,4374.563795,205,19,248,0,0,0
6/23/21,25.12,3.633333322,4374.533239,3.599999905,4374.5,204,19.8,249,0.03,0,0
6/24/21,25.58,3.666163269,4374.566091,3.667013889,4374.567079,204,24.9,260,0.02,0,0
6/25/21,25.63,3.707586846,4374.607535,3.700000048,4374.600098,214,28.4,276,0,0,0
6/26/21,25.26,3.708524345,4374.608504,3.700000048,4374.600098,206,31.1,275,0,0,0
6/27/21,25.39,3.708615111,4374.608575,3.700000048,4374.600098,206,32.3,275,0,0,0
6/28/21,25.69,3.710000038,4374.610003,3.700000048,4374.600098,214,29.4,276,0,0,0
6/29/21,24.90,3.658072955,4374.558009,3.700000048,4374.600098,197,28.8,256,0,0,0
6/30/21,25.47,3.650659772,4374.550581,3.700000048,4374.600098,194,29.4,254,0,0,0
7/1/21,25.59,3.651267418,4374.551187,3.695486152,4374.595579,192,31.5,255,0,0,0
7/2/21,25.10,3.687725754,4374.587683,3.667187501,4374.567253,198,31.8,269,0,0,0
7/3/21,24.72,3.75491319,4374.65485,3.700000048,4374.600098,220,33.6,293,0,0,0
7/4/21,24.82,3.77696178,4374.676818,3.768229149,4374.66806,221,34.3,299,0.01,0,0
7/5/21,24.53,3.770711786,4374.67057,3.799999952,4374.699707,223,32.5,297,0,0,0
7/6/21,25.99,3.699270874,4374.599155,3.79340273,4374.69311,203,29.1,270,0,0,0
7/7/21,25.51,3.674288267,4374.574226,3.734548626,4374.634511,203,27.4,264,0,0,0
7/8/21,25.18,3.677187569,4374.577131,3.700000048,4374.600098,200,26.3,264,0,0,0
7/9/21,25.36,3.681979229,4374.581945,3.700000048,4374.600098,204,24.5,266,0,0,0
7/10/21,24.65,3.726440995,4374.6264,3.700000048,4374.600098,213,27.6,282,0,0,0
7/11/21,24.97,3.683663258,4374.583636,3.700000048,4374.600098,201,26.4,266,0,0,0
7/12/21,25.97,3.719375029,4374.619382,3.761458322,4374.661316,216,23.6,280,0,0,0
7/13/21,25.40,3.618260056,4374.518159,3.727838771,4374.627668,191,15.2,241,0,0,0
7/14/21,25.33,3.647899359,4374.547809,3.599999905,4374.5,198,18.3,254,0,0,0
7/15/21,25.10,3.662256981,4374.562191,3.665104164,4374.565168,201,18.4,258,0,0,0
7/16/21,25.28,3.638750037,4374.538666,3.700000048,4374.600098,197,17.8,250,0,0,0
7/17/21,24.79,3.669757017,4374.569714,3.700000048,4374.600098,202,17.9,260,0,0,0
7/18/21,25.00,3.69354171,4374.593508,3.700000048,4374.600098,209,19.2,272,0,0,0
7/19/21,25.43,3.832517353,4374.732423,3.768229149,4374.66806,257,22.7,324,0.29,0,0
7/20/21,26.24,3.796614596,4374.696482,3.799999952,4374.699707,220,36.7,304,0,0,0
7/21/21,25.35,3.704218794,4374.604207,3.734722237,4374.634684,211,26.8,274,0,0,0
7/22/21,25.15,3.728159743,4374.628095,3.716840297,4374.616821,222,24.2,280,0,0,0
7/23/21,25.04,3.678993123,4374.578996,3.700000048,4374.600098,214,21.7,269,0,0,0
7/24/21,24.49,3.690486138,4374.590437,3.700000048,4374.600098,207,21.1,268,0,0,0
7/25/21,24.84,3.65642364,4374.556343,3.763020821,4374.662872,200,20.1,258,0,0,0
7/26/21,25.98,3.784495542,4374.684327,3.779822961,4374.679531,245,20.1,303,0,0,0
7/27/21,25.18,3.720503498,4374.620399,3.799999952,4374.699707,226,17.3,280,0,0,0
7/28/21,25.49,3.680538214,4374.580488,3.735590292,4374.635549,205,18,262,0,0,0
7/29/21,25.91,3.691597278,4374.591557,3.765624985,4374.665466,214,19.9,270,0,0,0
7/30/21,25.07,3.670555631,4374.570505,3.73350696,4374.633474,206,21,261,0,0,0
7/31/21,24.74,3.7036806,4374.603654,3.700000048,4374.600098,212,25,276,0,0,0
8/1/21,25.47,3.753437497,4374.653327,3.769444426,4374.669271,222,27,291,0,0,0
8/2/21,26.51,3.787795103,4374.687649,3.758506936,4374.658376,235,26.4,303,0,0,0
8/3/21,25.75,3.71828128,4374.618223,3.714583367,4374.614624,218,23.6,278,0,0,0
8/4/21,25.38,3.628489594,4374.528397,3.700000048,4374.600098,192,19.9,245,0,0,0
8/5/21,25.34,3.641232674,4374.541139,3.631423561,4374.531454,201,16.8,251,0,0,0
8/6/21,25.28,3.665902811,4374.56583,3.667708335,4374.567774,209,14.3,260,0,0,0
8/7/21,25.00,3.702343795,4374.602286,3.700000048,4374.600098,215,16.3,273,0,0,0
8/8/21,25.61,3.701215324,4374.601205,3.68750003,4374.587585,214,18.1,273,0,0,0
8/9/21,27.04,3.766597206,4374.666484,3.73333327,4374.633138,239,19.2,298,0,0,0
8/10/21,25.60,3.729236131,4374.62918,3.750347222,4374.650248,224,21,281,0,0,0
8/11/21,25.37,3.688941664,4374.588903,3.700000048,4374.600098,211,21.5,269,0,0,0
8/12/21,25.15,3.730034741,4374.629974,3.700000048,4374.600098,222,22.4,283,0,0,0
8/13/21,25.02,3.706631986,4374.606614,3.700000048,4374.600098,215,21.1,276,0,0,0
8/14/21,24.22,3.71748267,4374.61741,3.725347246,4374.625346,214,22.9,279,0,0,0
8/15/21,25.04,3.721805582,4374.621752,3.700000048,4374.600098,211,23.9,281,0,0,0
8/16/21,26.86,3.809149286,4374.709028,3.768749982,4374.668579,245,22.6,315,0,0,0
8/17/21,25.30,3.698697926,4374.598633,3.734548626,4374.634511,211,17.2,271,0,0,0
8/18/21,25.30,3.644982682,4374.544885,3.700000048,4374.600098,194,18.5,255,0,0,0
8/19/21,25.70,3.612065958,4374.511971,3.634548565,4374.534582,174,22.3,244,0,0,0
8/20/21,25.72,3.530225666,4374.430128,3.533333302,4374.433268,145,26.5,213,0,0,0
8/21/21,24.69,3.365972201,4374.265856,3.369097191,4374.268872,88.3,24.3,161,0,0,0
8/22/21,25.60,3.240815981,4374.14074,3.233333349,4374.133301,70.5,17.8,131,0,0,0
8/23/21,27.00,3.291840238,4374.191677,3.200000048,4374.100098,87.4,14.2,147,0,0,0
8/24/21,25.46,3.254774308,4374.154651,3.267534705,4374.167369,73.1,13.6,132,0,0,0
8/25/21,25.13,3.134982656,4374.034892,3.232291684,4374.132263,55.2,13,98.5,0,0,0
8/26/21,24.65,3.134149325,4374.034058,3.268576371,4374.168406,57.8,13.2,101,0,0,0
8/27/21,25.07,3.210295177,4374.110251,3.299999952,4374.199707,71.2,13.8,123,0,0,0
8/28/21,24.15,3.205034765,4374.104973,3.299999952,4374.199707,65.4,13.7,120,0,0,0
8/29/21,24.90,3.196406281,4374.09636,3.299999952,4374.199707,66.6,10.3,119,0,0,0
8/30/21,26.69,3.213177118,4374.113124,3.299999952,4374.199707,70.4,9.53,124,0,0,0
8/31/21,24.78,3.165989599,4374.065956,3.23350696,4374.133474,62.4,9.77,109,0,0,0
9/1/21,24.63,3.110868042,4374.010763,3.200000048,4374.100098,55.1,8.37,93.9,0,0,0
9/2/21,25.20,3.097899245,4373.997788,3.200000048,4374.100098,53.6,7.37,91.3,0,0,0
9/3/21,25.26,3.116782437,4374.016673,3.200000048,4374.100098,48.4,8.16,94,0,0,0
9/4/21,24.25,3.106024274,4374.005888,3.200000048,4374.100098,50,9.25,95.1,0,0,0
9/5/21,24.64,3.149427072,4374.04936,3.200000048,4374.100098,53.4,12.5,104,0,0,0
9/6/21,25.15,3.210399343,4374.110346,3.200000048,4374.100098,67.9,12.1,124,0,0,0
9/7/21,26.20,3.224965302,4374.124892,3.200000048,4374.100098,66.8,12.1,126,0,0,0
9/8/21,24.36,3.17307297,4374.073024,3.267534705,4374.167369,63.4,11.1,114,0,0,0
9/9/21,24.40,3.219739612,4374.119661,3.299999952,4374.199707,70.1,11.1,126,0.03,0,0
9/10/21,24.30,3.239496538,4374.139409,3.235763902,4374.135722,74.1,12.9,134,0.06,0,0
9/11/21,24.24,3.240868064,4374.140763,3.200000048,4374.100098,74.3,11,133,0,0,0
9/12/21,24.76,3.207204902,4374.10718,3.188888936,4374.088986,65.4,9.68,123,0,0,0
9/13/21,26.35,3.240069454,4374.13996,3.267708316,4374.167542,74.9,9.31,132,0,0,0
9/14/21,25.44,3.200000048,4374.099915,3.233680571,4374.133647,63.7,9.35,120,0,0,0
9/15/21,24.94,3.156684052,4374.056625,3.263541654,4374.163391,55.6,9.05,107,0,0,0
9/16/21,24.21,3.116857654,4374.016757,3.232638905,4374.132609,50.1,8.05,96.8,0,0,0
9/17/21,25.17,3.127725702,4374.027638,3.132986063,4374.033018,50.5,9.56,101,0,0,0
9/18/21,23.85,3.143437548,4374.043358,3.15173609,4374.051787,48.4,13,104,0,0,0
9/19/21,24.82,3.130108481,4374.030023,3.099999905,4374,47.1,12.5,99.9,0,0,0
9/20/21,26.49,3.161736144,4374.061672,3.166666667,4374.066732,53.2,11.2,110,0,0,0
9/21/21,25.14,3.125694466,4374.025628,3.175000012,4374.075073,44.9,10.2,99.8,0,0,0
9/22/21,24.38,3.059791651,4373.959652,3.099999905,4374,30.9,10.1,82.8,0,0,0
9/23/21,24.73,2.979947936,4373.879873,3.03298608,4373.932921,24.2,10.6,67.1,0,0,0
9/24/21,24.74,2.98762154,4373.88755,3.067708269,4373.967677,23.3,10.8,69.7,0,0,0
9/25/21,23.78,3.014045125,4373.91395,3.03854163,4373.938482,28.5,10.8,75,0,0,0
9/26/21,24.42,2.984878487,4373.884804,3,4373.899902,23.3,10.9,68.9,0,0,0
9/27/21,26.15,3.00206597,4373.902038,3,4373.899902,25.8,11,72.9,0,0,0
9/28/21,24.73,2.999097223,4373.899053,3,4373.899902,27.8,9.82,72.3,0,0,0
9/29/21,24.69,2.948472266,4373.84841,3,4373.899902,21.2,9.2,62.4,0,0,0
9/30/21,25.22,3.032465262,4373.932327,3,4373.899902,37.8,10.3,80.5,0,0,0
10/1/21,25.05,3.077031196,4373.976891,3.0697916,4373.969762,40,11.8,89.6,0,0,0
10/2/21,24.17,3.055156202,4373.954977,3.031076359,4373.931009,35.8,11.5,83.7,0,0,0
10/3/21,24.60,3.022430534,4373.922298,3,4373.899902,28.2,10.7,77.5,0,0,0
10/4/21,25.40,2.994531255,4373.894486,3.050867992,4373.950835,22.6,10.2,70.1,0,0,0
10/5/21,23.98,2.988561162,4373.888483,3.165287768,4374.065352,27.4,9.69,71.5,0,0,0
10/6/21,23.60,3.004253468,4373.904138,3.200000048,4374.100098,26.4,10.4,73.5,0,0,0
10/7/21,23.88,3.004809023,4373.904728,3.268576371,4374.168406,26.7,11.1,75.1,0.01,0,0
10/8/21,24.73,3.081423596,4373.98132,3.199131904,4374.099051,33.1,18.6,93,0.12,0,0
10/9/21,24.50,3.091440961,4373.991324,3.089583248,4373.989573,33.6,17.3,94.1,0,0,0
10/10/21,25.30,3.056215231,4373.956059,3.099999905,4374,27.8,13.3,85.4,0,0,0
10/11/21,26.01,3.050555507,4373.950408,3.099999905,4374,27.2,15.4,85.3,0.06,0,0
10/12/21,25.56,3.11826389,4374.018138,3.099999905,4374,37.5,16.8,102,0,0,0
10/13/21,25.91,3.105624996,4374.005527,3.037847186,4373.937787,37.3,16.6,99.2,0,0,0
10/14/21,25.18,3.061249961,4373.961121,3.067534658,4373.967503,30.3,14.8,86.9,0,0,0
10/15/21,25.30,3.03965274,4373.939484,3.16579861,4374.065863,25.2,17.3,81.5,0,0,0
10/16/21,24.52,2.926232659,4373.826137,3.135416622,4374.035451,10.6,8.29,58.7,0,0,0
10/17/21,25.35,2.974965302,4373.874897,3.099999905,4374,17.4,9.27,68.3,0,0,0
10/18/21,26.82,3.040138851,4373.939996,3.034374967,4373.934311,27.5,11.7,83.1,0.03,0,0
10/19/21,25.35,3.079670089,4373.97952,3.126736141,4374.026762,39,11.7,93.7,0,0,0
10/20/21,25.04,3.166354209,4374.0663,3.933333476,4374.833171,52.3,11.2,117,0,0,0
10/21/21,24.33,3.130329868,4374.030241,5.300000131,4376.199768,46.9,10.3,105,0,0,0
10/22/21,24.82,3.168680584,4374.068624,5.835416824,4376.735158,55,13.1,120,0.01,0,0
10/23/21,24.35,3.243940978,4374.143817,6.768402793,4377.668289,67.5,15.4,141,0,0,0
10/24/21,31.41,4.96847221,4375.868368,10.36701375,4381.267063,892,136,946,1.88,0,0
10/25/21,42.33,10.57342013,4381.473341,10.66388882,4381.563812,2690,745,3620,1.03,0,0
10/26/21,33.44,6.172552066,4377.072472,5.800347218,4376.700254,730,238,1110,0,0,0
10/27/21,28.77,4.8068229,4375.706742,4.675173653,4375.575033,492,79.2,661,0,0,0
10/28/21,26.42,4.682291629,4375.582232,4.492534786,4375.392372,500,58.5,627,0,0,0
10/29/21,26.15,4.593177073,4375.49309,4.475347182,4375.375291,490,49.1,600,0,0,0
10/30/21,24.83,4.523125062,4375.422964,4.390104271,4375.289899,473,43.9,576,0,0,0
10/31/21,26.24,4.573229135,4375.473164,4.421701341,4375.321653,500,40.2,595,0,0,0
11/1/21,26.50,4.559005305,4375.458837,4.511692811,4375.41163,496,38.1,592,0,0,0
11/2/21,24.95,4.559913281,4375.459727,4.560416609,4375.460378,501,34.3,589,0,0,0
11/3/21,27.01,4.590000153,4375.489746,4.599999905,4375.5,489,32.3,581,0,0,0
11/4/21,24.78,4.590000153,4375.489746,4.599999905,4375.5,457,31.4,542,0,0,0
11/5/21,26.29,4.590000153,4375.489746,4.599999905,4375.5,459,28.9,542,0,0,0
11/6/21,25.00,4.590000153,4375.489746,4.599999905,4375.5,412,27.4,495,0.03,0,0
11/7/21,26.03,4.590000153,4375.489746,4.599999905,4375.5,400,25,479,0,0,0
11/8/21,26.12,4.590000153,4375.489746,4.599999905,4375.5,378,23.6,452,0,0,0
11/9/21,26.58,4.590000153,4375.489746,4.599999905,4375.5,367,32,436,0.07,0,0
11/10/21,24.48,4.590000153,4375.489746,4.599999905,4375.5,566,31.6,638,0.01,0,0
11/11/21,24.50,4.590000153,4375.489746,4.599999905,4375.5,422,27.5,504,0,0,0
11/12/21,25.21,4.4312826,4375.331078,4.474696731,4375.374574,381,25.1,449,0,0,0
11/13/21,24.96,4.210000038,4375.109863,4.300000191,4375.199707,333,24.7,389,0,0,0
11/14/21,25.33,4.210000038,4375.109863,4.300000191,4375.199707,307,24.2,357,0,0,0
11/15/21,26.96,4.210000038,4375.109863,4.300000191,4375.199707,274,24.9,324,0,0,0
11/16/21,24.73,4.040086661,4374.939965,4.126689922,4375.026437,258,23.8,298,0,0,0
11/17/21,25.18,3.845129901,4374.745037,3.863084965,4374.762854,249,24,295,0,0,0
11/18/21,24.30,3.789670673,4374.689506,3.799999952,4374.699707,235,23.6,278,0,0,0
11/19/21,24.31,3.756949733,4374.656897,3.799999952,4374.699707,225,21.8,267,0,0,0
11/20/21,23.85,3.734627398,4374.634563,3.73691509,4374.636869,217,23,258,0,0,0
11/21/21,25.37,3.708370924,4374.608349,3.700000048,4374.600098,206,22.5,248,0,0,0
11/22/21,26.23,3.70261703,4374.602597,3.696187217,4374.596281,204,21.8,246,0,0,0
11/23/21,24.96,3.660502618,4374.560422,3.700000048,4374.600098,191,23.9,230,0,0,0
11/24/21,24.40,3.630346666,4374.530272,3.631542411,4374.531573,181,26.2,220,0,0,0
11/25/21,24.25,3.627383033,4374.527285,3.601386388,4374.501388,181,23.2,219,0,0,0
11/26/21,24.36,3.628128251,4374.528029,3.599999905,4374.5,181,23.9,219,0,0,0
11/27/21,24.09,3.606585741,4374.506468,3.599999905,4374.5,173,24.7,212,0,0,0
11/28/21,24.83,3.603015539,4374.50292,3.599999905,4374.5,170,24.8,210,0,0,0
11/29/21,25.66,3.614930254,4374.51486,3.599999905,4374.5,174,24.4,215,0,0,0
11/30/21,24.69,3.598682763,4374.498563,3.581629038,4374.481611,170,25.3,209,0,0,0
12/1/21,24.40,3.628821471,4374.52872,3.643674144,4374.543717,184,24.3,219,0,0,0
12/2/21,24.33,3.638284283,4374.538203,3.6313691,4374.5314,187,23,222,0,0,0
12/3/21,25.27,3.637660347,4374.537578,3.603292804,4374.503296,186,23,222,0,0,0
12/4/21,24.31,3.615424599,4374.515332,3.583535449,4374.483519,177,23.5,214,0,0,0
12/5/21,25.58,3.612842262,4374.512705,3.566204443,4374.466172,176,23.5,213,0,0,0
12/6/21,26.13,3.622201035,4374.522093,3.666377816,4374.566443,180,23.4,216,0.06,0,0
12/7/21,24.25,3.643032984,4374.542932,3.700000048,4374.600098,184,27.7,223,0,0,0
12/8/21,24.75,3.666048607,4374.565991,3.700000048,4374.600098,192,28.1,231,0,0,0
12/9/21,24.08,3.705649956,4374.605609,3.896013881,4374.795984,202,30.9,246,0.1,0,0
12/10/21,24.89,3.709493046,4374.609467,4.020979001,4374.920902,198,32.6,246,0,0,0
12/11/21,24.01,3.659514798,4374.559432,3.975563282,4374.875442,189,25.5,229,0,0,0
12/12/21,25.35,3.65632588,4374.556269,3.959792066,4374.859655,187,24.8,228,0.02,0,0
12/13/21,26.45,3.978908161,4374.878812,4.151993042,4375.051921,270,62.7,373,0.6,0,0
12/14/21,28.67,5.050849218,4375.950754,4.420623812,4375.320633,424,213,765,0.25,1.2,0
12/15/21,28.24,4.322547648,4375.222462,4.003466201,4374.903372,276,87.3,459,0.06,0,0
12/16/21,24.29,4.051490514,4374.951351,3.937608378,4374.83745,276,75.2,414,0.05,0,0
12/17/21,26.84,3.893500898,4374.793434,3.870364004,4374.77014,233,60.4,350,0,0,0
12/18/21,24.62,3.814696645,4374.714609,3.784575357,4374.684343,219,45,311,0,0,0
12/19/21,25.72,3.849999905,4374.75,3.799999952,4374.699707,218,40.1,306,0,0,0
12/20/21,26.48,3.787787575,4374.6877,4.281415946,4375.181206,210,37.8,298,0,0,0
12/21/21,25.00,3.709772368,4374.609718,5.302101615,4376.201964,200,35.9,283,0,0,0
12/22/21,26.48,3.718388253,4374.618297,5.457019076,4376.356909,210,35.3,287,0.05,0,0
12/23/21,28.24,6.685909889,4377.585809,6.608318918,4377.508214,1050,356,1530,1.41,0,0
12/24/21,28.79,6.655268609,4377.555194,6.493934136,4377.393843,855,377,1350,0.11,0,0
12/25/21,29.00,5.03275565,4375.93264,4.708838868,4375.608694,496,130,754,0.17,2.8,0
12/26/21,25.90,4.477486993,4375.377398,4.267417664,4375.167334,389,79.2,580,0.06,1,3.1
12/27/21,27.49,4.254939383,4375.154799,4.169323934,4375.069386,351,61,500,0.01,0.2,1.2
12/28/21,28.20,4.162980917,4375.062903,4.047313646,4374.947262,322,56.6,458,0.01,0.1,1.2
12/29/21,25.68,4.128561526,4375.028462,4.054246049,4374.954201,328,51.7,442,0.04,0.3,0
12/30/21,26.43,4.126256508,4375.02615,4.075216566,4374.975192,326,49.6,441,0,0,1.2
12/31/21,26.63,4.081213224,4374.981062,4.065164583,4374.965131,314,48.2,420,0,0,0
1/1/22,28.12,4.020866603,4374.920756,4.007452333,4374.907362,295,42.6,394,0,0,0
1/2/22,25.77,3.9372444,4374.837142,4,4374.899902,290,39.1,360,0,0,0
1/3/22,27.94,4.008058969,4374.90798,4,4374.899902,319,39.6,388,0,0,0
1/4/22,26.34,3.963448925,4374.863372,4.081109108,4374.981091,285,42.7,370,0,0,0
1/5/22,26.06,4.135927199,4375.035841,4.199999809,4375.100098,340,50.4,447,0,0,0
1/6/22,26.80,4.147954924,4375.047873,4.185441751,4375.085539,335,54.4,452,0,0,0
1/7/22,25.63,4.13171576,4375.031629,4.199999809,4375.100098,336,51.5,445,0,0,0
1/8/22,24.93,4.093067565,4374.992997,4.133622056,4375.033655,311,51,416,0,0,0
1/9/22,25.47,4.059999943,4374.959961,4.099999905,4375,276,47.6,365,0,0,0
1/10/22,28.04,4.022595837,4374.922528,4.099999905,4375,288,44.1,378,0,0,0
1/11/22,24.99,3.949896062,4374.84985,4.060485211,4374.960447,278,43.4,365,0,0,0
1/12/22,25.44,3.926897817,4374.826881,4,4374.899902,272,43,355,0,0,0
1/13/22,25.44,3.890502619,4374.790409,3.934488797,4374.834327,260,42.9,341,0,0,0
1/14/22,25.21,3.897400399,4374.797338,3.901559886,4374.801366,263,42.4,344,0,0,0
1/15/22,24.05,3.900935947,4374.800861,3.963258267,4374.863125,269,42.5,345,0,0,0
1/16/22,26.32,3.926481873,4374.826455,4,4374.899902,273,41.8,356,0,0,0
1/17/22,26.72,3.918440283,4374.818366,3.935701968,4374.835541,268,41.6,352,0,0,0
1/18/22,25.88,3.893916858,4374.793829,3.900000095,4374.799805,262,41.1,343,0,0,0
1/19/22,25.49,3.881438514,4374.781329,3.900000095,4374.799805,260,40.3,338,0,0,0
1/20/22,24.71,3.865147313,4374.765022,3.875043387,4374.774824,259,39.7,332,0,0,0
1/21/22,25.64,3.873830164,4374.773724,3.91230508,4374.812122,258,39.2,335,0,0,0
1/22/22,24.35,3.911507866,4374.811491,3.900000095,4374.799805,276,38.5,350,0,0,0
1/23/22,25.49,3.884211452,4374.784114,3.900000095,4374.799805,263,38.5,339,0,0,0
1/24/22,27.40,3.881109222,4374.781035,3.900000095,4374.799805,261,38,338,0,0,0
1/25/22,25.09,3.866811105,4374.766677,3.900000095,4374.799805,259,36.5,333,0,0,0
1/26/22,24.99,3.849133389,4374.748996,3.900000095,4374.799805,257,36.2,326,0,0,0
1/27/22,24.83,3.852499945,4374.752365,3.900000095,4374.799805,255,35.1,326,0,0,0
1/28/22,24.73,3.861024265,4374.760906,3.900000095,4374.799805,256,35.4,327,0,0,0
1/29/22,24.43,3.870069211,4374.770087,3.900000095,4374.799805,254,36.1,325,0,0,0
1/30/22,26.06,3.869999886,4374.77002,3.900000095,4374.799805,253,36,326,0,0,0
1/31/22,26.52,3.887417088,4374.787373,3.925480001,4374.82531,265,35.5,338,0,0,0
2/1/22,24.74,3.861767745,4374.761656,3.900000095,4374.799805,257,36.8,327,0,0,0
2/2/22,25.43,3.853899456,4374.753768,3.87954946,4374.779334,253,34.8,324,0,0,0
2/3/22,24.60,3.843275511,4374.743145,3.85060661,4374.750363,251,33.4,319,0,0,0
2/4/22,25.13,3.841455758,4374.74132,3.94367423,4374.843522,249,33,319,0,0,0
2/5/22,24.11,3.854332701,4374.754186,4,4374.899902,256,34.7,324,0,0,0
2/6/22,25.85,3.881473181,4374.781386,4,4374.899902,262,35.3,334,0,0,0
2/7/22,25.97,3.872651658,4374.772531,4,4374.899902,256,36,329,0,0,0
2/8/22,25.69,3.824644643,4374.724504,4,4374.899902,246,35.5,312,0,0,0
2/9/22,24.54,3.835268552,4374.735158,3.99948007,4374.899382,252,34.2,316,0,0,0
2/10/22,24.75,3.851993015,4374.751852,4.066551063,4374.966518,253,34.8,321,0,0,0
2/11/22,24.77,3.874592724,4374.77448,4.099999905,4375,266,35.4,331,0,0,0
2/12/22,24.29,3.874332773,4374.774223,4.099999905,4375,266,35.5,331,0,0,0
2/13/22,25.73,3.89779903,4374.797711,4.036568423,4374.936507,269,35.7,339,0,0,0
2/14/22,26.43,3.935511327,4374.835501,4.00034662,4374.900249,284,34.4,355,0,0,0
2/15/22,25.10,3.971594508,4374.871543,4,4374.899902,296,34.3,369,0.01,0.3,0
2/16/22,24.95,3.921837117,4374.821774,3.936568518,4374.836409,276,36,348,0,0,0
2/17/22,24.90,3.891646476,4374.791565,3.964471438,4374.864339,267,34.3,337,0,0,0
2/18/22,24.91,3.917105798,4374.817021,4,4374.899902,277,33.3,347,0,0,0
2/19/22,24.25,3.900000095,4374.799805,4,4374.899902,283,32.4,348,0,0,0
2/20/22,26.21,,,,,292,32,361,0,0,0
2/21/22,25.84,,,,,296,36.1,375,0.24,3.3,1.2
2/22/22,26.75,3.980078363,4374.880019,4,4374.899902,293,38.5,376,0.1,2.1,2
2/23/22,23.85,3.956811133,4374.856796,4,4374.899902,287,35.7,362,0.09,2.1,3.9
2/24/22,26.49,3.973552922,4374.873495,4,4374.899902,292,33.4,369,0,0,1.2
2/25/22,25.06,3.980745282,4374.88069,4.106758997,4375.006766,296,31.3,372,0,0,0
2/26/22,25.73,3.957175092,4374.85714,4.264298148,4375.164145,288,31.4,362,0,0,0
2/27/22,25.39,3.939237493,4374.83919,4.300000191,4375.199707,285,32.4,355,0,0,0
2/28/22,25.59,3.952374398,4374.852329,4.147313695,4375.047213,288,32.1,360,0,0,0
3/1/22,25.37,3.978561548,4374.878554,4.099999905,4375,301,32.2,371,0,0,0
3/2/22,26.03,4.040485339,4374.940321,4.121317042,4375.021338,324,31,397,0,0,0
3/3/22,24.90,4.121906411,4375.02181,4.124956553,4375.024981,353,31.2,434,0,0,0
3/4/22,24.58,4.157140357,4375.057068,4.141074369,4375.041135,367,32.3,450,0,0,0
3/5/22,23.81,4.188214853,4375.08817,4.166204348,4375.066269,374,32.9,465,0,0,0
3/6/22,26.02,4.148960139,4375.048862,4.157365534,4375.057422,358,29.8,446,0,0,0
