Date,North Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),North Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
4/22/21,11.87,4.600208285,4375.50016,4.612499893,4375.512512,2.24,564,28,597,0,0,0
4/23/21,13.45,4.640780455,4375.540717,4.732195104,4375.632116,2.29,578,28.7,607,0,0,0
4/24/21,11.95,4.689861042,4375.589834,4.712673469,4375.612722,2.27,603,26.6,629,0,0,0
4/25/21,12.43,4.6393923,4375.539358,4.665798453,4375.565863,2.44,581,24.8,613,0,0,0
4/26/21,12.29,4.65178814,4375.551746,4.699999809,4375.600098,2.21,586,24.7,617,0,0,0
4/27/21,11.96,4.618194407,4375.518135,4.891145764,4375.791119,2.18,572,26,607,0,0,0
4/28/21,11.87,4.605329817,4375.505277,5.061458275,4375.961421,2.25,568,27.6,605,0,0,0
4/29/21,11.81,4.569739559,4375.469667,5.037499964,4375.937439,2.36,560,27.3,594,0,0,0
4/30/21,11.71,4.716249975,4375.616178,5.064930494,4375.964896,2.63,624,28.3,644,0,0,0
5/1/21,12.02,4.803854103,4375.703822,5.045659679,4375.945607,2.33,654,30.8,669,0,0,0
5/2/21,12.42,4.694739523,4375.594704,5,4375.899902,2.45,603,32.6,637,0,0,0
5/3/21,12.15,4.778940968,4375.678847,5.064409661,4375.964375,2.32,647,31.6,667,0,0,0
5/4/21,11.93,4.751857559,4375.651842,5.234375097,4376.134178,2.27,630,30.5,655,0,0,0
5/5/21,11.92,4.614444393,4375.514399,5.132812584,4376.032628,2.35,577,28.5,610,0,0,0
5/6/21,11.94,4.658506869,4375.558487,5,4375.899902,2.26,605,37.6,631,0,0,0
5/7/21,11.79,4.838628427,4375.738577,5.075694394,4375.975649,2.44,655,49.1,686,0,0,0
5/8/21,12.07,4.739531188,4375.639497,5,4375.899902,2.33,610,48.2,656,0,0,0
5/9/21,12.22,4.732119494,4375.632095,5,4375.899902,2.37,610,46.3,658,0,0,0
5/10/21,12.13,4.774774229,4375.674756,5,4375.899902,2.26,626,43.9,668,0,0,0
5/11/21,11.98,4.680607563,4375.580588,5,4375.899902,2.23,590,43.1,639,0,0,0
5/12/21,12.14,4.710156211,4375.610098,5.061805497,4375.961768,2.26,610,41.9,649,0,0,0
5/13/21,12.06,4.806874918,4375.706861,5.301041699,4376.200911,2.47,651,36.7,677,0,0,0
5/14/21,12.06,4.804878378,4375.704877,5.728993151,4376.628798,2.60,638,39.8,675,0,0,0
5/15/21,12.32,4.816249928,4375.716226,5.711458309,4376.611386,2.35,631,40.5,676,0.01,0,0
5/16/21,12.58,4.839513812,4375.739495,5.197916635,4376.097851,2.50,629,47.4,687,0,0,0
5/17/21,12.48,4.901267309,4375.801223,5.025173587,4375.925101,2.43,666,44.8,705,0,0,0
5/18/21,12.14,4.777100625,4375.677074,4.856250058,4375.756093,2.44,614,39.9,662,0,0,0
5/19/21,12.13,4.651163182,4375.551078,4.769791714,4375.669646,2.65,578,35,628,0,0,0
5/20/21,12.36,4.671770811,4375.571696,4.846875129,4375.746645,2.38,591,32.2,639,0,0,0
5/21/21,12.42,4.8377778,4375.737657,5.094270743,4375.994265,2.36,636,43.1,688,0.04,0,0
5/22/21,12.58,4.884618064,4375.784512,4.99756943,4375.897486,2.40,631,55,701,0.07,0,0
5/23/21,12.97,4.906076347,4375.806022,4.874652897,4375.774433,2.55,629,58.1,707,0.01,0,0
5/24/21,12.54,4.811562527,4375.711437,4.800000191,4375.699707,2.27,594,54.8,675,0,0,0
5/25/21,12.22,4.638454858,4375.538361,4.709201328,4375.609166,2.31,540,52.6,623,0,0,0
5/26/21,12.26,4.564427156,4375.464255,4.635416538,4375.535451,2.28,518,47.5,600,0,0,0
5/27/21,12.20,4.426145763,4375.32612,4.479687504,4375.379585,2.43,469,45.2,551,0,0,0
5/28/21,12.15,4.386024277,4375.285956,4.443576443,4375.343424,2.37,464,35.6,538,0,0,0
5/29/21,11.95,4.389288173,4375.289213,4.450694491,4375.350549,2.26,468,35,540,0,0,0
5/30/21,11.74,4.397968727,4375.297895,4.368576499,4375.268366,2.23,470,34.4,543,0,0,0
5/31/21,12.52,4.322812528,4375.222686,4.287326531,4375.187083,2.51,435,35,512,0,0,0
6/1/21,12.33,4.241284683,4375.141227,4.268229236,4375.16806,2.32,407,36.2,479,0,0,0
6/2/21,12.20,4.20199647,4375.101958,4.278993166,4375.178782,2.36,395,36.5,462,0,0,0
6/3/21,12.42,4.255607616,4375.155534,4.22395829,4375.123905,2.48,406,35.4,493,0.09,0,0
6/4/21,12.26,4.168420112,4375.06835,4.199999809,4375.100098,2.49,378,34.4,464,0,0,0
6/5/21,12.22,4.175972159,4375.07594,4.199999809,4375.100098,2.33,381,34.3,468,0,0,0
6/6/21,12.49,4.224774285,4375.124697,4.26562506,4375.165466,2.45,399,35,492,0,0,0
6/7/21,12.41,4.23371521,4375.133687,4.296354343,4375.196075,2.34,399,32.6,495,0,0,0
6/8/21,12.28,4.199305489,4375.099276,4.20104148,4375.101135,2.20,390,31.6,479,0,0,0
6/9/21,12.28,4.104322938,4375.004204,4.145485972,4375.045531,2.27,354,29.6,432,0,0,0
6/10/21,12.24,3.946201878,4374.846123,3.971192688,4374.871067,2.36,293,28.9,360,0,0,0
6/11/21,12.35,3.843958309,4374.743809,3.834548613,4374.734289,2.29,264,30.3,323,0,0,0
6/12/21,12.31,3.787604131,4374.687446,3.741493064,4374.641429,2.33,245,27.6,303,0,0,0
6/13/21,12.55,3.794479124,4374.694304,3.765798596,4374.665639,2.37,247,28.2,307,0,0,0
6/14/21,12.41,3.832656179,4374.732505,3.852951417,4374.75271,2.28,260,24.5,319,0,0,0
6/15/21,12.16,3.732760433,4374.632668,3.791493016,4374.691233,2.35,231,23,283,0,0,0
6/16/21,12.17,3.712552119,4374.612541,3.700520881,4374.600616,2.39,223,25.5,276,0,0,0
6/17/21,12.18,3.688246587,4374.588205,3.713020869,4374.613068,2.31,217,24.1,267,0,0,0
6/18/21,12.23,3.669947966,4374.569876,3.67864585,4374.578723,2.23,210,23.7,261,0,0,0
6/19/21,12.23,3.690902834,4374.590861,3.650347217,4374.550408,2.37,210,28.4,270,0,0,0
6/20/21,12.24,3.732291684,4374.632251,3.700000048,4374.600098,2.37,221,28.4,283,0,0,0
6/21/21,12.25,3.745902782,4374.645811,3.768229149,4374.66806,2.25,235,25.1,289,0,0,0
6/22/21,12.00,3.640277774,4374.540207,3.663888809,4374.563795,2.18,205,19,248,0,0,0
6/23/21,12.28,3.633333322,4374.533239,3.599999905,4374.5,2.24,204,19.8,249,0.03,0,0
6/24/21,12.37,3.666163269,4374.566091,3.667013889,4374.567079,2.52,204,24.9,260,0.02,0,0
6/25/21,12.35,3.707586846,4374.607535,3.700000048,4374.600098,2.45,214,28.4,276,0,0,0
6/26/21,12.29,3.708524345,4374.608504,3.700000048,4374.600098,2.37,206,31.1,275,0,0,0
6/27/21,12.55,3.708615111,4374.608575,3.700000048,4374.600098,2.41,206,32.3,275,0,0,0
6/28/21,12.25,3.710000038,4374.610003,3.700000048,4374.600098,2.44,214,29.4,276,0,0,0
6/29/21,12.24,3.658072955,4374.558009,3.700000048,4374.600098,2.35,197,28.8,256,0,0,0
6/30/21,12.30,3.650659772,4374.550581,3.700000048,4374.600098,2.41,194,29.4,254,0,0,0
7/1/21,12.60,3.651267418,4374.551187,3.695486152,4374.595579,2.33,192,31.5,255,0,0,0
7/2/21,12.23,3.687725754,4374.587683,3.667187501,4374.567253,2.38,198,31.8,269,0,0,0
7/3/21,12.18,3.75491319,4374.65485,3.700000048,4374.600098,2.32,220,33.6,293,0,0,0
7/4/21,11.98,3.77696178,4374.676818,3.768229149,4374.66806,2.35,221,34.3,299,0.01,0,0
7/5/21,12.53,3.770711786,4374.67057,3.799999952,4374.699707,2.53,223,32.5,297,0,0,0
7/6/21,12.39,3.699270874,4374.599155,3.79340273,4374.69311,2.35,203,29.1,270,0,0,0
7/7/21,12.28,3.674288267,4374.574226,3.734548626,4374.634511,2.42,203,27.4,264,0,0,0
7/8/21,12.31,3.677187569,4374.577131,3.700000048,4374.600098,2.51,200,26.3,264,0,0,0
7/9/21,12.20,3.681979229,4374.581945,3.700000048,4374.600098,2.47,204,24.5,266,0,0,0
7/10/21,12.24,3.726440995,4374.6264,3.700000048,4374.600098,2.37,213,27.6,282,0,0,0
7/11/21,12.40,3.683663258,4374.583636,3.700000048,4374.600098,2.40,201,26.4,266,0,0,0
7/12/21,12.39,3.719375029,4374.619382,3.761458322,4374.661316,2.39,216,23.6,280,0,0,0
7/13/21,12.24,3.618260056,4374.518159,3.727838771,4374.627668,2.55,191,15.2,241,0,0,0
7/14/21,12.35,3.647899359,4374.547809,3.599999905,4374.5,2.42,198,18.3,254,0,0,0
7/15/21,12.20,3.662256981,4374.562191,3.665104164,4374.565168,2.45,201,18.4,258,0,0,0
7/16/21,12.37,3.638750037,4374.538666,3.700000048,4374.600098,2.65,197,17.8,250,0,0,0
7/17/21,12.32,3.669757017,4374.569714,3.700000048,4374.600098,2.35,202,17.9,260,0,0,0
7/18/21,12.41,3.69354171,4374.593508,3.700000048,4374.600098,2.42,209,19.2,272,0,0,0
7/19/21,12.50,3.832517353,4374.732423,3.768229149,4374.66806,2.36,257,22.7,324,0.29,0,0
7/20/21,12.41,3.796614596,4374.696482,3.799999952,4374.699707,2.34,220,36.7,304,0,0,0
7/21/21,12.39,3.704218794,4374.604207,3.734722237,4374.634684,2.30,211,26.8,274,0,0,0
7/22/21,12.24,3.728159743,4374.628095,3.716840297,4374.616821,2.29,222,24.2,280,0,0,0
7/23/21,12.21,3.678993123,4374.578996,3.700000048,4374.600098,2.42,214,21.7,269,0,0,0
7/24/21,12.27,3.690486138,4374.590437,3.700000048,4374.600098,2.39,207,21.1,268,0,0,0
7/25/21,12.56,3.65642364,4374.556343,3.763020821,4374.662872,2.52,200,20.1,258,0,0,0
7/26/21,12.28,3.784495542,4374.684327,3.779822961,4374.679531,2.38,245,20.1,303,0,0,0
7/27/21,12.47,3.720503498,4374.620399,3.799999952,4374.699707,2.30,226,17.3,280,0,0,0
7/28/21,12.51,3.680538214,4374.580488,3.735590292,4374.635549,2.58,205,18,262,0,0,0
7/29/21,12.30,3.691597278,4374.591557,3.765624985,4374.665466,2.36,214,19.9,270,0,0,0
7/30/21,12.21,3.670555631,4374.570505,3.73350696,4374.633474,2.37,206,21,261,0,0,0
7/31/21,12.41,3.7036806,4374.603654,3.700000048,4374.600098,2.40,212,25,276,0,0,0
8/1/21,12.82,3.753437497,4374.653327,3.769444426,4374.669271,2.55,222,27,291,0,0,0
8/2/21,12.64,3.787795103,4374.687649,3.758506936,4374.658376,2.47,235,26.4,303,0,0,0
8/3/21,12.39,3.71828128,4374.618223,3.714583367,4374.614624,2.37,218,23.6,278,0,0,0
8/4/21,12.40,3.628489594,4374.528397,3.700000048,4374.600098,2.43,192,19.9,245,0,0,0
8/5/21,12.31,3.641232674,4374.541139,3.631423561,4374.531454,2.37,201,16.8,251,0,0,0
8/6/21,12.37,3.665902811,4374.56583,3.667708335,4374.567774,2.37,209,14.3,260,0,0,0
8/7/21,12.59,3.702343795,4374.602286,3.700000048,4374.600098,2.48,215,16.3,273,0,0,0
8/8/21,12.97,3.701215324,4374.601205,3.68750003,4374.587585,2.67,214,18.1,273,0,0,0
8/9/21,12.64,3.766597206,4374.666484,3.73333327,4374.633138,2.81,239,19.2,298,0,0,0
8/10/21,12.39,3.729236131,4374.62918,3.750347222,4374.650248,2.64,224,21,281,0,0,0
8/11/21,12.28,3.688941664,4374.588903,3.700000048,4374.600098,2.42,211,21.5,269,0,0,0
8/12/21,12.28,3.730034741,4374.629974,3.700000048,4374.600098,2.41,222,22.4,283,0,0,0
8/13/21,12.12,3.706631986,4374.606614,3.700000048,4374.600098,2.60,215,21.1,276,0,0,0
8/14/21,12.35,3.71748267,4374.61741,3.725347246,4374.625346,2.62,214,22.9,279,0,0,0
8/15/21,12.80,3.721805582,4374.621752,3.700000048,4374.600098,2.68,211,23.9,281,0,0,0
8/16/21,12.59,3.809149286,4374.709028,3.768749982,4374.668579,2.47,245,22.6,315,0,0,0
8/17/21,12.36,3.698697926,4374.598633,3.734548626,4374.634511,2.54,211,17.2,271,0,0,0
8/18/21,12.57,3.644982682,4374.544885,3.700000048,4374.600098,2.39,194,18.5,255,0,0,0
8/19/21,12.65,3.612065958,4374.511971,3.634548565,4374.534582,2.32,174,22.3,244,0,0,0
8/20/21,12.52,3.530225666,4374.430128,3.533333302,4374.433268,2.37,145,26.5,213,0,0,0
8/21/21,12.64,3.365972201,4374.265856,3.369097191,4374.268872,2.48,88.3,24.3,161,0,0,0
8/22/21,13.10,3.240815981,4374.14074,3.233333349,4374.133301,2.71,70.5,17.8,131,0,0,0
8/23/21,12.75,3.291840238,4374.191677,3.200000048,4374.100098,2.68,87.4,14.2,147,0,0,0
8/24/21,12.46,3.254774308,4374.154651,3.267534705,4374.167369,2.54,73.1,13.6,132,0,0,0
8/25/21,12.33,3.134982656,4374.034892,3.232291684,4374.132263,2.34,55.2,13,98.5,0,0,0
8/26/21,12.35,3.134149325,4374.034058,3.268576371,4374.168406,2.37,57.8,13.2,101,0,0,0
8/27/21,12.38,3.210295177,4374.110251,3.299999952,4374.199707,2.34,71.2,13.8,123,0,0,0
8/28/21,12.52,3.205034765,4374.104973,3.299999952,4374.199707,2.60,65.4,13.7,120,0,0,0
8/29/21,12.86,3.196406281,4374.09636,3.299999952,4374.199707,2.67,66.6,10.3,119,0,0,0
8/30/21,12.56,3.213177118,4374.113124,3.299999952,4374.199707,2.42,70.4,9.53,124,0,0,0
8/31/21,12.45,3.165989599,4374.065956,3.23350696,4374.133474,2.34,62.4,9.77,109,0,0,0
9/1/21,12.49,3.110868042,4374.010763,3.200000048,4374.100098,2.48,55.1,8.37,93.9,0,0,0
9/2/21,12.53,3.097899245,4373.997788,3.200000048,4374.100098,2.32,53.6,7.37,91.3,0,0,0
9/3/21,12.46,3.116782437,4374.016673,3.200000048,4374.100098,2.39,48.4,8.16,94,0,0,0
9/4/21,12.54,3.106024274,4374.005888,3.200000048,4374.100098,2.46,50,9.25,95.1,0,0,0
9/5/21,12.33,3.149427072,4374.04936,3.200000048,4374.100098,2.42,53.4,12.5,104,0,0,0
9/6/21,13.00,3.210399343,4374.110346,3.200000048,4374.100098,2.69,67.9,12.1,124,0,0,0
9/7/21,12.43,3.224965302,4374.124892,3.200000048,4374.100098,2.42,66.8,12.1,126,0,0,0
9/8/21,12.26,3.17307297,4374.073024,3.267534705,4374.167369,2.44,63.4,11.1,114,0,0,0
9/9/21,12.15,3.219739612,4374.119661,3.299999952,4374.199707,2.41,70.1,11.1,126,0.03,0,0
9/10/21,12.28,3.239496538,4374.139409,3.235763902,4374.135722,2.38,74.1,12.9,134,0.06,0,0
9/11/21,12.59,3.240868064,4374.140763,3.200000048,4374.100098,2.42,74.3,11,133,0,0,0
9/12/21,12.83,3.207204902,4374.10718,3.188888936,4374.088986,2.61,65.4,9.68,123,0,0,0
9/13/21,12.54,3.240069454,4374.13996,3.267708316,4374.167542,2.31,74.9,9.31,132,0,0,0
9/14/21,12.66,3.200000048,4374.099915,3.233680571,4374.133647,3.41,63.7,9.35,120,0,0,0
9/15/21,12.41,3.156684052,4374.056625,3.263541654,4374.163391,2.47,55.6,9.05,107,0,0,0
9/16/21,12.35,3.116857654,4374.016757,3.232638905,4374.132609,2.28,50.1,8.05,96.8,0,0,0
9/17/21,12.32,3.127725702,4374.027638,3.132986063,4374.033018,2.37,50.5,9.56,101,0,0,0
9/18/21,12.49,3.143437548,4374.043358,3.15173609,4374.051787,2.38,48.4,13,104,0,0,0
9/19/21,13.11,3.130108481,4374.030023,3.099999905,4374,2.60,47.1,12.5,99.9,0,0,0
9/20/21,12.75,3.161736144,4374.061672,3.166666667,4374.066732,2.34,53.2,11.2,110,0,0,0
9/21/21,12.46,3.125694466,4374.025628,3.175000012,4374.075073,2.42,44.9,10.2,99.8,0,0,0
9/22/21,12.34,3.059791651,4373.959652,3.099999905,4374,2.41,30.9,10.1,82.8,0,0,0
9/23/21,12.37,2.979947936,4373.879873,3.03298608,4373.932921,2.38,24.2,10.6,67.1,0,0,0
9/24/21,12.34,2.98762154,4373.88755,3.067708269,4373.967677,2.17,23.3,10.8,69.7,0,0,0
9/25/21,12.50,3.014045125,4373.91395,3.03854163,4373.938482,2.38,28.5,10.8,75,0,0,0
9/26/21,12.84,2.984878487,4373.884804,3,4373.899902,2.59,23.3,10.9,68.9,0,0,0
9/27/21,12.62,3.00206597,4373.902038,3,4373.899902,2.37,25.8,11,72.9,0,0,0
9/28/21,12.55,2.999097223,4373.899053,3,4373.899902,2.43,27.8,9.82,72.3,0,0,0
9/29/21,12.58,2.948472266,4373.84841,3,4373.899902,2.44,21.2,9.2,62.4,0,0,0
9/30/21,12.71,3.032465262,4373.932327,3,4373.899902,2.47,37.8,10.3,80.5,0,0,0
10/1/21,12.62,3.077031196,4373.976891,3.0697916,4373.969762,2.24,40,11.8,89.6,0,0,0
10/2/21,12.58,3.055156202,4373.954977,3.031076359,4373.931009,2.37,35.8,11.5,83.7,0,0,0
10/3/21,12.60,3.022430534,4373.922298,3,4373.899902,2.40,28.2,10.7,77.5,0,0,0
10/4/21,12.30,2.994531255,4373.894486,3.050867992,4373.950835,2.28,22.6,10.2,70.1,0,0,0
10/5/21,12.11,2.988561162,4373.888483,3.165287768,4374.065352,2.65,27.4,9.69,71.5,0,0,0
10/6/21,12.02,3.004253468,4373.904138,3.200000048,4374.100098,2.41,26.4,10.4,73.5,0,0,0
10/7/21,12.31,3.004809023,4373.904728,3.268576371,4374.168406,2.73,26.7,11.1,75.1,0.01,0,0
10/8/21,12.63,3.081423596,4373.98132,3.199131904,4374.099051,2.28,33.1,18.6,93,0.12,0,0
10/9/21,12.85,3.091440961,4373.991324,3.089583248,4373.989573,2.46,33.6,17.3,94.1,0,0,0
10/10/21,13.13,3.056215231,4373.956059,3.099999905,4374,2.58,27.8,13.3,85.4,0,0,0
10/11/21,12.81,3.050555507,4373.950408,3.099999905,4374,2.28,27.2,15.4,85.3,0.06,0,0
10/12/21,13.21,3.11826389,4374.018138,3.099999905,4374,2.43,37.5,16.8,102,0,0,0
10/13/21,12.98,3.105624996,4374.005527,3.037847186,4373.937787,2.48,37.3,16.6,99.2,0,0,0
10/14/21,12.89,3.061249961,4373.961121,3.067534658,4373.967503,2.56,30.3,14.8,86.9,0,0,0
10/15/21,12.66,3.03965274,4373.939484,3.16579861,4374.065863,2.27,25.2,17.3,81.5,0,0,0
10/16/21,12.85,2.926232659,4373.826137,3.135416622,4374.035451,2.40,10.6,8.29,58.7,0,0,0
10/17/21,13.19,2.974965302,4373.874897,3.099999905,4374,2.59,17.4,9.27,68.3,0,0,0
10/18/21,12.93,3.040138851,4373.939996,3.034374967,4373.934311,2.19,27.5,11.7,83.1,0.03,0,0
10/19/21,12.70,3.079670089,4373.97952,3.126736141,4374.026762,2.13,39,11.7,93.7,0,0,0
10/20/21,12.37,3.166354209,4374.0663,3.933333476,4374.833171,2.18,52.3,11.2,117,0,0,0
10/21/21,12.26,3.130329868,4374.030241,5.300000131,4376.199768,2.22,46.9,10.3,105,0,0,0
10/22/21,12.24,3.168680584,4374.068624,5.835416824,4376.735158,2.15,55,13.1,120,0.01,0,0
10/23/21,12.72,3.243940978,4374.143817,6.768402793,4377.668289,2.46,67.5,15.4,141,0,0,0
10/24/21,13.69,4.96847221,4375.868368,10.36701375,4381.267063,8.66,892,136,946,1.88,0,0
10/25/21,21.11,10.57342013,4381.473341,10.66388882,4381.563812,17.43,2690,745,3620,1.03,0,0
10/26/21,16.97,6.172552066,4377.072472,5.800347218,4376.700254,7.20,730,238,1110,0,0,0
10/27/21,13.10,4.8068229,4375.706742,4.675173653,4375.575033,2.59,492,79.2,661,0,0,0
10/28/21,12.48,4.682291629,4375.582232,4.492534786,4375.392372,2.26,500,58.5,627,0,0,0
10/29/21,12.50,4.593177073,4375.49309,4.475347182,4375.375291,2.56,490,49.1,600,0,0,0
10/30/21,12.41,4.523125062,4375.422964,4.390104271,4375.289899,2.39,473,43.9,576,0,0,0
10/31/21,12.48,4.573229135,4375.473164,4.421701341,4375.321653,2.48,500,40.2,595,0,0,0
11/1/21,12.09,4.559005305,4375.458837,4.511692811,4375.41163,2.32,496,38.1,592,0,0,0
11/2/21,12.17,4.559913281,4375.459727,4.560416609,4375.460378,2.39,501,34.3,589,0,0,0
11/3/21,14.61,4.590000153,4375.489746,4.599999905,4375.5,2.44,489,32.3,581,0,0,0
11/4/21,11.60,4.590000153,4375.489746,4.599999905,4375.5,2.27,457,31.4,542,0,0,0
11/5/21,12.37,4.590000153,4375.489746,4.599999905,4375.5,3.42,459,28.9,542,0,0,0
11/6/21,12.26,4.590000153,4375.489746,4.599999905,4375.5,2.42,412,27.4,495,0.03,0,0
11/7/21,12.50,4.590000153,4375.489746,4.599999905,4375.5,2.57,400,25,479,0,0,0
11/8/21,12.02,4.590000153,4375.489746,4.599999905,4375.5,2.88,378,23.6,452,0,0,0
11/9/21,12.16,4.590000153,4375.489746,4.599999905,4375.5,2.96,367,32,436,0.07,0,0
11/10/21,11.70,4.590000153,4375.489746,4.599999905,4375.5,3.30,566,31.6,638,0.01,0,0
11/11/21,11.98,4.590000153,4375.489746,4.599999905,4375.5,2.68,422,27.5,504,0,0,0
11/12/21,11.70,4.4312826,4375.331078,4.474696731,4375.374574,3.57,381,25.1,449,0,0,0
11/13/21,11.97,4.210000038,4375.109863,4.300000191,4375.199707,2.52,333,24.7,389,0,0,0
11/14/21,12.39,4.210000038,4375.109863,4.300000191,4375.199707,2.68,307,24.2,357,0,0,0
11/15/21,11.82,4.210000038,4375.109863,4.300000191,4375.199707,2.57,274,24.9,324,0,0,0
11/16/21,12.03,4.040086661,4374.939965,4.126689922,4375.026437,2.62,258,23.8,298,0,0,0
11/17/21,11.72,3.845129901,4374.745037,3.863084965,4374.762854,2.38,249,24,295,0,0,0
11/18/21,11.63,3.789670673,4374.689506,3.799999952,4374.699707,2.44,235,23.6,278,0,0,0
11/19/21,11.60,3.756949733,4374.656897,3.799999952,4374.699707,2.26,225,21.8,267,0,0,0
11/20/21,12.04,3.734627398,4374.634563,3.73691509,4374.636869,2.36,217,23,258,0,0,0
11/21/21,12.40,3.708370924,4374.608349,3.700000048,4374.600098,2.51,206,22.5,248,0,0,0
11/22/21,12.00,3.70261703,4374.602597,3.696187217,4374.596281,2.26,204,21.8,246,0,0,0
11/23/21,11.83,3.660502618,4374.560422,3.700000048,4374.600098,2.21,191,23.9,230,0,0,0
11/24/21,11.90,3.630346666,4374.530272,3.631542411,4374.531573,2.21,181,26.2,220,0,0,0
11/25/21,12.09,3.627383033,4374.527285,3.601386388,4374.501388,2.46,181,23.2,219,0,0,0
11/26/21,11.12,3.628128251,4374.528029,3.599999905,4374.5,2.14,181,23.9,219,0,0,0
11/27/21,11.61,3.606585741,4374.506468,3.599999905,4374.5,2.26,173,24.7,212,0,0,0
11/28/21,12.06,3.603015539,4374.50292,3.599999905,4374.5,2.42,170,24.8,210,0,0,0
11/29/21,11.70,3.614930254,4374.51486,3.599999905,4374.5,2.22,174,24.4,215,0,0,0
11/30/21,11.59,3.598682763,4374.498563,3.581629038,4374.481611,2.23,170,25.3,209,0,0,0
12/1/21,11.60,3.628821471,4374.52872,3.643674144,4374.543717,2.35,184,24.3,219,0,0,0
12/2/21,11.59,3.638284283,4374.538203,3.6313691,4374.5314,2.83,187,23,222,0,0,0
12/3/21,12.00,3.637660347,4374.537578,3.603292804,4374.503296,3.02,186,23,222,0,0,0
12/4/21,11.83,3.615424599,4374.515332,3.583535449,4374.483519,2.28,177,23.5,214,0,0,0
12/5/21,12.11,3.612842262,4374.512705,3.566204443,4374.466172,2.39,176,23.5,213,0,0,0
12/6/21,11.72,3.622201035,4374.522093,3.666377816,4374.566443,2.28,180,23.4,216,0.06,0,0
12/7/21,11.57,3.643032984,4374.542932,3.700000048,4374.600098,2.34,184,27.7,223,0,0,0
12/8/21,11.50,3.666048607,4374.565991,3.700000048,4374.600098,2.60,192,28.1,231,0,0,0
12/9/21,11.75,3.705649956,4374.605609,3.896013881,4374.795984,2.53,202,30.9,246,0.1,0,0
12/10/21,11.53,3.709493046,4374.609467,4.020979001,4374.920902,2.29,198,32.6,246,0,0,0
12/11/21,11.71,3.659514798,4374.559432,3.975563282,4374.875442,2.24,189,25.5,229,0,0,0
12/12/21,12.04,3.65632588,4374.556269,3.959792066,4374.859655,2.27,187,24.8,228,0.02,0,0
12/13/21,12.15,3.978908161,4374.878812,4.151993042,4375.051921,2.23,270,62.7,373,0.6,0,0
12/14/21,13.12,5.050849218,4375.950754,4.420623812,4375.320633,2.74,424,213,765,0.25,1.2,0
12/15/21,11.84,4.322547648,4375.222462,4.003466201,4374.903372,2.38,276,87.3,459,0.06,0,0
12/16/21,12.40,4.051490514,4374.951351,3.937608378,4374.83745,4.99,276,75.2,414,0.05,0,0
12/17/21,11.84,3.893500898,4374.793434,3.870364004,4374.77014,2.46,233,60.4,350,0,0,0
12/18/21,11.95,3.814696645,4374.714609,3.784575357,4374.684343,2.29,219,45,311,0,0,0
12/19/21,12.01,3.849999905,4374.75,3.799999952,4374.699707,2.39,218,40.1,306,0,0,0
12/20/21,11.77,3.787787575,4374.6877,4.281415946,4375.181206,2.47,210,37.8,298,0,0,0
12/21/21,11.88,3.709772368,4374.609718,5.302101615,4376.201964,3.37,200,35.9,283,0,0,0
12/22/21,11.70,3.718388253,4374.618297,5.457019076,4376.356909,2.60,210,35.3,287,0.05,0,0
12/23/21,16.37,6.685909889,4377.585809,6.608318918,4377.508214,4.29,1050,356,1530,1.41,0,0
12/24/21,15.14,6.655268609,4377.555194,6.493934136,4377.393843,4.56,855,377,1350,0.11,0,0
12/25/21,12.62,5.03275565,4375.93264,4.708838868,4375.608694,2.33,496,130,754,0.17,2.8,0
12/26/21,12.89,4.477486993,4375.377398,4.267417664,4375.167334,2.58,389,79.2,580,0.06,1,3.1
12/27/21,12.85,4.254939383,4375.154799,4.169323934,4375.069386,3.45,351,61,500,0.01,0.2,1.2
12/28/21,12.60,4.162980917,4375.062903,4.047313646,4374.947262,2.33,322,56.6,458,0.01,0.1,1.2
12/29/21,12.52,4.128561526,4375.028462,4.054246049,4374.954201,2.31,328,51.7,442,0.04,0.3,0
12/30/21,12.59,4.126256508,4375.02615,4.075216566,4374.975192,2.88,326,49.6,441,0,0,1.2
12/31/21,13.11,4.081213224,4374.981062,4.065164583,4374.965131,2.72,314,48.2,420,0,0,0
1/1/22,12.24,4.020866603,4374.920756,4.007452333,4374.907362,2.33,295,42.6,394,0,0,0
1/2/22,13.06,3.9372444,4374.837142,4,4374.899902,2.65,290,39.1,360,0,0,0
1/3/22,12.66,4.008058969,4374.90798,4,4374.899902,2.71,319,39.6,388,0,0,0
1/4/22,12.33,3.963448925,4374.863372,4.081109108,4374.981091,2.28,285,42.7,370,0,0,0
1/5/22,12.41,4.135927199,4375.035841,4.199999809,4375.100098,2.41,340,50.4,447,0,0,0
1/6/22,12.37,4.147954924,4375.047873,4.185441751,4375.085539,2.82,335,54.4,452,0,0,0
1/7/22,12.17,4.13171576,4375.031629,4.199999809,4375.100098,2.45,336,51.5,445,0,0,0
1/8/22,12.47,4.093067565,4374.992997,4.133622056,4375.033655,2.56,311,51,416,0,0,0
1/9/22,12.65,4.059999943,4374.959961,4.099999905,4375,2.57,276,47.6,365,0,0,0
1/10/22,12.17,4.022595837,4374.922528,4.099999905,4375,2.35,288,44.1,378,0,0,0
